उद्धव ठाकरेंनी 'लावला तो ऑडिओ'; देवेंद्र फडणवीसांना दिलं ओपन चॅलेंज,Manoranjan,"मुंबईच्या एक स्थानिक टीव्ही चॅनेलवर प्रसारित झालेल्या कार्यक्रमातील एक विशेष भागात भाजप नेते उद्धव ठाकर यांनी राज्याच्या मुख्यमंत्री देवेंद्र फडणवीस यांना एक महत्त्वाकांक्षी चेंजर दिला. उद्धव ठाकर हे निर्देशित केले, ""येथे आम्ही आपले वर्तन आणि शासन या बाबतीत काही बदल घडवून आणण्याचा प्रयत्न करू शकतो."" हे म्हणून काही काळातच आम्हाला राष्ट्रपतींचे राज्यभाषण जाणवतील असेल. तुम्ही ही विधानसभेच्या नेत्यांना सांगायला हवे की, आम्ही हे राष्ट्रपतींचे विचार सांगण्यासाठी कसे आहोत आहोत आहोत आणि आम्ही त्यांना कसे सांगायचे आहोत.

उत्तर प्रदेशमधील घटनेने सुरुवात झाली असताना, उद्धव ठाकर यांनी या कार्यक्रमात मुख्यमंत्र्यांना सांगितले, ""अरे म्हणजे आम्ही आपले वर्तन आणि शासन या बाबतीत काही बदल घडवून आणण्याचा प्रयत्न करू शकतो, परंतु आम्ही या बाबतीत काही बदल करण्यापूर्वी आमच्या राज्याचे भविष्य बघायला हवे. आम्ही तरी जे आपल्या राज्याचे भविष्य बघायला हवे ते आम्ही ते करतो."" या वाटपट्ट्यावर नेहमी हा विषय विस्तृतपणे चर्चा केला जाईल आणि नंतर आम्ही या बाबत"
"Alia Bhatt नं सांगितलं तिच्या सेक्स लाईफचं गुपित, बेड सिक्रेट्सवर स्पष्टच बोलली, म्हणाली मला...",Manoranjan,"अमच्या राज्याच्या एका प्रसिद्ध अभिनेत्रीच्या जीवनात होत असलेले काही गुपित आहे, जे आम्ही आता त्यांनी स्वतः सांगितलं आहे. त्यांच्या सेक्स लाइफबाबतचं वेगवेगळे विवाद झालेले आहेत आणि त्यांनी हे सर्व विवाद दूर करण्यासाठी आम्ही त्यांना सांगितलं आहे. त्यांनी आपल्या बेडरूममध्ये असलेल्या सिक्रेट्सवर बोलून काय केलं ते आम्ही तुम्हाला येथे सांगतो.

अभिनेत्री अलिया भट्टने सांगितलं आहे की त्यांच्या शारदा चिरागाने केलेल्या सेक्स कार्यक्रमात त्यांनी खूप आनंद घेतला आहे. त्यांनी सांगितलं आहे की त्यांना त्या कार्यक्रमातील सर्व कामे शारदेसाठी करत असताना खूप आवडत होती. त्यांनी आपल्याला हे काहीतरी विशेष असताना असलेले वाटलं आहे आणि त्यामुळे त्यांनी त्या कार्यक्रमात खूप उत्साह घेतला. त्यांनी सांगितलं आहे की त्यांना हे कार्यक्रम सुद्धा अनुभवी अभिनेत्रींपैकी एक म्हणून फक्त थोडीशी खुशी आली आहे."
गोरी गोरी पोर माझ्या मनान भरली...; रिक्षा चालकाशी लग्न करायला 'फॉरेनची मुलगी' भारतात आली,Manoranjan,"महाराष्ट्राच्या एका सामान्य लोकांना आपले जीवन अतिशय समृद्ध व सुखी ठरत असताना, त्यावेळी देशभरातील अनेकांच्या मनातून एक आवाज उठू शकतो की की या जगात कितीही समृद्धीची सामग्री असते, तरीही काही माणसाला शौचालयासाठी फिरवण्यापेक्षा जीवनात खूप जुने वाईटपणे पडते. अशा परिस्थितीत होत असलेल्या एका मुलाला रिक्षा चालकाशी लग्न करायला हे निवडलेले एक 'फॉरेन' मुलगे आहेत.
मुंबईतील एका व्यक्तीने सोशल मीडियावर साऱ्या दिवशी सार्वजनिक केलेल्या फोटोवर पोस्ट केले होते. त्यात त्याच्या पत्नीची चित्र आहे जी ह्या मुलाला मिळालेल्या प्रेमाच्या नंतर तिच्याकडून झालेल्या संधीचा पुरावा आहे. तसेच या फोटो वर तिच्या चेहऱ्यावर डॉक्टरचा बॅल्ट आहे.

असा एक वाकडा जेव्हा सोशल मीडियावर साऱ्या दिवशी सामन्यात आला, तेव्हा इंटरनेटवरून ते थंडपणे फैलले. अनेकांनी ते सार्वजनिक संस्थांच्या टिप्पण्या करून ते वेगवेगळ्या प्रकारे कॉमेडी करत राहिले. त्यानंतर सोशल मीडियावर फक्त एकच शब्द प्रसिद्ध झाला - ""कुठे योग्य मुलगा मिळाला?"""
Deepak Kesarkar Angry on Uddhav Thackeray Speech: एकेदिवशी आमदारांचाही संयम सुटेल; गुवाहाटीतील हॉटेलमध्ये बसून ठाकरेंचे भाषण पाहणारा शिंदे गट संतापला ,Manoranjan,"पुणे, 23 मार्च : महाराष्ट्राच्या विधानसभेच्या कार्यवाही मध्ये राज्यातील सर्व नागरिकांना दिलेल्या कायद्यानुसार संयम साधावे लागते असे म्हणत होता तेव्हा, महवस्ती येथील शिंदे गटाचे नेते आदित्य थोरातकर यांनी त्यांच्याकडून विचार करून घेण्यासाठी परिस्थिती बघून विरोध करत असल्याचे सिद्ध झाले. हे स्पष्ट होऊन जेव्हा गोविंदराव धावरे यांनी राज्यपाल विलासराव पाटील यांच्याशी मुलाकाती केली आणि आपल्याला विश्वास आहे की आमच्याकडे हे काम केल्याशिवाय काहीच नाही तर तेव्हा त्यांनी मागे हळू नकले म्हणत होते, तेव्हा आमचे मनुष्यांना कुठल्या प्रमाणात आरोप होईल ते समजून घेण्यासाठी आम्ही जेव्हा राज्यपालांबरोबर विरोध करण्याचा फैसला केला तेव्हा आम्ही पुणे येथील हॉटेलमध्ये बसून देशभरातील सर्व मराठी अभिनेता-गायकांचे भाषण पाहायला गेलो.

आम्ही राज्यपालांबरोबर विरोध करण्याची मागणी करण्यात आली असताना आम्हाला काही विरोध सुनावला नाही. पण काही कोणी काही काही मिळाले असताना आम्ही हे बोलत असलो की, आम्ही राज्यपालांबरोबर विरोध करण्यात आले आहे तर आम्ही राज्यपालां"
"Uddhav Thackeray Live: अब्दुल सत्तारांना लाथ घालून हाकलून दिले असते, जशी एकाला घातलेली; उद्धव ठाकरे सुप्रिया सुळेंना शिवी घातल्यावरून संतापले",Manoranjan,"मुंबई : माझीला वाचण्यासाठी पाहत असलेले राज्यकर्ते अनेकदा त्यांच्या नेतृत्वाने केलेल्या निर्णयांवर आपल्या मनातून वाईट वाटणारे वाटते. आता भाजप चे नेते सुशील कंटे यांनी दिलेल्या उपमुख्यमंत्र्याला योग्य म्हणजे उचित मानले नाहीत. म्हणूनच उद्धव ठाकरे सुप्रिया सुळे यांनी मोर्चावर आलेल्या हक्क मागणीतही त्यांना हाक करून टाकली आहे. त्यामुळे उद्धव ठाकरे सुप्रिया सुळे यांनी गेल्या दिवसांपासून होणाऱ्या मराठा विद्यार्थी परिषदेच्या सभेतही विरोध दाखवत आहेत.

आज दिलेल्या सभेत मुख्यमंत्र्यांना वैद्यकीय मूल्य मागण्यातून पाहायला मिळाले. उद्धव ठाकरे सुप्रिया सुळे यांनी म्हणले, ""स्वीकारण्यासाठी वैद्यकीय मूल्याची मागणी केली नाही. तरीही मुख्यमंत्र्यांनी हे मानले नाही. असा निर्णय घेण्यासाठी माझ्या मतात सुरुवात झाली नाही, ती शेवटी झाली."""
"आदल्या दिवशी प्रियकरासोबत नववधूच्या वेशात संबंध ठेवले; लग्नानंतर पतीला समजले, पोलीस ठाणे गाठले",Manoranjan,"अखेरच्या काही दिवसांनी मुंबईतील एक नावी मोहित राजवंशी यांचा जीवनाचा अंत झाला. त्यांच्याकडून नववधू होणाऱ्या श्वेता फुल्हेसाठी सगळीकडे चिंता होती. शेवटी ही चिंता खत्रीत आली आणि श्वेता यांचा पती मनोज राजवंशी यांचा सामोर्ती झाला. त्यांचे लग्न झाल्यावर परिणाम झाल्यानंतर, समाजातून श्वेता यांना अनेक बारा आले. त्यांच्या पतीच्या बाबतीत माहिती मिळाली, तर त्याने तिच्याशी झालेल्या प्रेमपूर्ण व्यवहाराबद्दल काही विस्तृत माहिती दिली.

श्वेता यांच्या पतीने आपल्या सोशल मीडियावर संवादात केलेल्या काही टिप्पण्यांमुळे हा विषय चर्चेचा ठरला. श्वेता यांनी आपल्या प्रियकराच्या साथीदारांवर तिच्या साथीबाबतची तोंड भरला, तर त्याला थेट मुंबईतील पोलीस ठाणे गाठले. श्वेता यांच्या साथीच्या बाबतीत होईपर्यंत, तिने कोणताही विचार करू नये असे प्रतिबंध घेण्यात आले आहे."
"हृदयद्रावक! रस्त्यात रुग्णवाहिकेतील डिझेल संपले, कुटुंबीयांनी 1 किमी धक्का दिला, रुग्णाचा मृत्यू",Manoranjan,"मुंबईतील एका महत्वाकांक्षी शहरातील एक प्रतिष्ठित सामाजिक कार्यक्रम येणाऱ्यापूर्वी हालचालीत होणार्‍या घटनेने सर्वांची चिंता निर्माण झाली आहे. त्यासाठी जिम्मेदार असलेल्या रस्त्यावरील गाडीमध्ये विसर्जन करण्यात आलेल्या डिझेलचा विसर्जनानंतर, इथे आपल्याला घडलेले भयानक दृश्य. त्याच्या बाबतीत होत होताच, रुग्णवाहिकेतून निघणाऱ्या डिझेलचा थंड वाहून आल्याने रुग्णाचा स्थिती खराब होऊन त्याचा मृत्यू झाला.

असा दुर्भागाचा वेळ घडला होता केवळ रस्त्यावरच नाही, तर त्याचा परिणाम हे समोरच्या कुटुंबावरही पडला. त्याच्या श्रीमंत वैद्यकीय सुविधांना निराश करणाऱ्या हा दुर्खद घटना रुग्णाच्या प्रियजनांना खूप दर्द आणि कष्ट ठेवून गेली. त्यांना विचारतांना कुठे जाऊन कोणाला संपर्क करायचा होता, त्याचा मुलगा तिथेच रुग्णवाहिकेतच बसला होता. त्यामुळे पूर्वी त्याला कुठे जाणारी योग्य वैद्यकीय सुविधा मिळाली नाही."
"Sanjay Raut: आज रेडे गुवाहाटीला गेलेत, महाराष्ट्रातले देव संपले का? संजय राऊतांनी बुलढाण्याचे ऐतिहासिक महत्व सांगितले ",Manoranjan,"अमच्या राज्याच्या इतिहासात एका प्रमुख घटनेची यादी तयार करण्यात आली आहे, जिथे सर्वसामान्य लोकांना विशेष धावपळीची गरज असली तरीही कोणालाही ही घडवून आणली नाही. म्हणजे इंदिरा गांधीने 1975 मध्ये राष्ट्रवादी काँग्रेसच्या सरकारने राज्याच्या मुक्ती नीतीतील ""बंधारखाना"" ची घोषणा केली. त्या वेळी, त्यांनी खूप विचार-विमर्श केला, परंतु त्यानंतर ते काय झाले हे काहीही समोर आले नाही. कारण त्या वेळी विरोधकांची आवाजे अनेकदा शांतपणे सुनवल्या जात असे. मात्र आता संजय राऊत यांनी या विषयावर खोल चर्चा करत असताना, त्यांनी केलेल्या साक्षात्काऱ्यात त्यांनी सांगितले, 'आज आम्ही बोलत आहोत की राज्याचे स्वराज्य असले तरीही त्यात काही भाग देशभरात फक्त महाराष्ट्रातच राहतील.

आम्हाला सांगायला हवे की संपूर्ण राज्यातून नागरिकांचे स्वतःचे अधिकार वाचवण्याची गरज आहे, पण कुठे तरी ते नाहीसा झाले नाही. हे खरे हे काही किती भारी आहे की आपल्या राज्यात हे कोणतेही चांगले निर्णय घेतले नाही. त्यामुळे आज आमच्या राज्याला संपूर्ण राज्यातील ल"
Text,Label,"मुंबईतील स्ट्रीट फोटो गॅलरीच्या माध्यमातून जासूसी करणाऱ्यांना हिरवेगार नेते व तालुक्याची प्रशंसा करणारे युवकांचे वीडिओ वायरल झाले. हे व्हिडिओ सोशल मीडियावर तयार झालेले आहे, जिथे ते एका युवकाने त्याच्या मोबाइलमध्ये कैद केलेले आहे. युवकाने केवळ आपल्याकडे आलेल्या दुर्गेश पाटीला फोटो घेऊन जाण्यापूर्वी, त्यांना बाहेर काढून टाकण्याचा प्रयत्न केला, परंतु त्याने त्यांना रोखल्यामुळे तो लोकप्रिय झाला. 

जसज्जर नावाचे युवक, ज्याने हे व्हिडिओ केले, त्याने हे व्हिडिओ सोशल मीडियावर सोडले आहे. त्याने त्याला वाटले की, या युवकाने त्याच्या हिरवेगार नेतेपेक्षा अधिक महत्त्वाचे असलेले काही आहे, आणि त्याच्या तालुक्याची प्रशंसा करण्याचा प्रयत्न केला आहे. या व्हिडिओवर प्रतिक्रिया देणाऱ्यांना विविध मतभेद आहेत. काही लोक त्याला त्याच्या नेतेसाठी प्रशंसित करतात तर इतरांना त्याच्या वागण्याची निंदा केली आहे."
"Kishori Pednekar : ""पेंग्विन सेना महाराष्ट्राची, मुंबईची भरभराट करणार""; किशोरी पेडणेकरांचं भाजपाला रोखठोक उत्तर",Politics,"मुंबईतील भाजपसाठी हे काही वेळ गेले, पण त्यानंतर कितीही प्रयत्न झाले तरी कोणतेही परिणाम आले नाही. शेवटी कुणालाही दिलेले नाही. मात्र, ह्या वर्षाच्या मध्ये किशोरी पेडणेकर यांनी भाजपला एका सुरुवातीच्या टप्प्यावरच्या स्थानावर पोहोचवून देण्यासाठी त्यांनी आपल्या राजकीय जीवनावर खोल संघर्ष केला. त्यांनी स्पष्ट केले आहे की त्यांना कधीही थोडीशी विचारहीन ठरवू नये.

अखेरीस कोणताही विरोध असणाऱ्या प्रतिकूल परिस्थितीतही किशोरी पेडणेकर यांनी आपल्या पद्धतीने विरोधांवर चालना मिळवली. त्यांनी आपल्या भाजपच्या पक्षातील सर्व विधायकांना प्रोत्साहन दिले आणि त्यांना विश्वास दिला की त्यांना हे काम सोपे आहे. हे लक्षणीय व्हिडियो किंवा फोटो दाखवून त्यांनी आपल्या अनुयायांना प्रेरित केले. किशोरी पेडणेकर यांनी आपल्या या प्रयत्नांनी आपल्या पक्षाला महत्त्वपूर्ण विजय मिळवायला मदत केली आहे."
उद्या एखादी घटना घडली तर...; सुरक्षेत घट केल्यानंतर विरोधकांनी सरकारला घेरलं,Politics,"मुंबईतील शिवाजीनगर येथे आज रात्री एक महत्त्वाची घटना झाली. होता हे प्रश्न आहे, की त्याव्यतिरिक्त कोणाला बंद करायला हवे? असा प्रश्न दिला होता. येथे एक मुलगा खूप गरीब होता, त्याला आपली शाळा सोडण्यासाठी फक्त दोन महिने आहेत. परंतु त्याचा परीक्षांचा दिवस येईल आणि तो आपले जीवन बदलणारा परीक्षेचा दिवस येईल. त्यामुळे तो वाईट वाटू लागला आणि त्याने आपले आपल्या सरकारने बंद करून ठेवलेल्या वाहतूकसेवेसाठी नोकरी केली. त्याचा परीक्षेचा दिवस जवळपाक जवळ येऊ लागला आणि त्याने आपले काम सोडून टाकले.

शिवाजीनगर येथे होणाऱ्या अशा घटनेमुळे सर्वांची मनोरंजन होईपर्यंत आम्ही चित्त स्थिर ठेवण्यासाठी आपले प्रयत्न करत असताना समजवून देणारे आहे की, जरी वाहतूकसेवा बंद झाली तरी काहीही होत नाही. आम्ही आपल्या गृहीतलेल्या शिक्षणाच्या अधिकाऱ्यांना संपर्क केला आहे. आम्ही आपल्या शाळेने आपल्या मुलाला परीक्षेच्या दिवशी शाळेत जाण्यासाठी अनुमती देण्याची वचनभंग करण्यात आली आहे आणि तुम्ही संपूर्ण भारतातील शाळांनी त्याप्रमाणे नेहमी केलेल्या पद्धतीने"
"Uday Samant: ""धर्मवीर आनंद दिघेंचं नाव देऊन लोकार्पण, सायंकाळपर्यंत परवानग्यांचा विषय संपेल""",Politics,"मुंबई: महाराष्ट्राच्या मुख्यमंत्री उदय समंत यांनी हालहाल राज्यातील धार्मिक संस्थांसाठी कायदे तयार करण्याबद्दल संकल्पना ठरवल्यावर, त्यांनी या कायद्यासंबंधित प्रश्नांवर चर्चा करण्यासाठी एक समितीची स्थापना केली. या समितीने सायंकाळपर्यंत धर्मसम्बंधित सर्व प्रश्नांचा समाधान करावा असा निर्णय घेतला. हे सांगताना, समितीत खासदारांचे प्रतिनिधी असलेल्या 'सामाजिक न्याय आणि बुद्धिवादी काँग्रेस'चे नेते गजानन जडेजा यांनी म्हटले, ""मुख्यमंत्र्यांच्या नेतृत्वाखालील या समितीने कोणताही व्यक्ती शंभर कारणांनी आपले विरोध दर्शवत नाही, तर केवळ सांप्रदायिकतेचे प्रमाण कमी करण्यावर लक्ष केंद्रित करतील.""

आजवर या समितीने काही महत्त्वपूर्ण निर्णय घेण्याचे काम सुरु आहे. समितीने कायद्याच्या पुनरावलोकनासाठी 15 दिवसांचा वेळ सुरुवातीपासून सुरू केला आहे. या वेळी समितीने मंत्रिमंडळाचे सदस्य, खासदार, विशेष अधिकाऱ्यांसोबतच्या चर्चा केल्या जाईल. त्यानंतर या कायद्यावर हे प्रतिकूल आणि सकारात्मक प्रतिकूल टिप्पण्यांची समीक्षा करण्याचे काम सुरु करण्यात आले आहे."
Maharashtra Politics: “हिंमत असेल तर संतोष बांगरांनी पोलीस बंदोबस्त बाजूला करावा आणि...”; शिवसेनेचे खुले आव्हान,Politics,"महाराष्ट्राच्या राजकारणात हालचालीत संतोष बांगर यांनी मोठ्या प्रमाणात विरोध प्रदर्शन केले आहेत. त्यांनी केंद्र सरकारच्या निर्णयावर आक्रोश व्यक्त करत भीडबंदी सभा भरलेल्या डॉ. बाबासाहेब अम्बेडकर अंतर्गत पोलिसांनी तळमळ घेतली. तेव्हापासून अनेक दिवसांपासून राज्यात विरोध प्रदर्शन आहे. संतोष बांगर यांनी जेव्हा मागील काळात मुख्यमंत्री महवासूर्य यांच्याशी संवाद साधला, तेव्हा त्यांनी म्हटले होते, ""अर्थामध्ये बदल करण्याची गरज नाही, पण कायद्यात कोणतेही बदल करायला हवे. हे कायदे तुम्ही कशाच्या हिताचे? काही लोकांचे हे कायदे फायदा होईल आहे असे म्हणायचे नाही.""

संतोष बांगर यांनी पोलीस संबंधित आपल्या विरोध प्रदर्शनाला बांधलेल्या धोक्यांवरही लक्ष केंद्रित केले. त्यांनी म्हटले, ""आम्ही पोलिसांना त्यांच्या कृत्यांचे खोटे साक्ष्य दाखवत असताना एकूण विरोध करण्याची गरज नाही, पण त्यांनी केलेल्या गुन्हेगारीचा सामना करायला हवा. आम्ही राज्यातील सर्वांना सांगितले आहे की हे कायदे निघाले आणि आम्ही विरोध करण्यासाठी प्रतिबंधित ठेवण्यात येईल."""
"शाळेत सरस्वतीचा फोटो का?, त्यांची पूजा का करायची?; छगन भुजबळांच्या विधानानं नवा वाद",Politics,"मुंबईतील एक महत्त्वाच्या घटनेने माहिती, पुण्यातील प्रसिद्ध शाळेच्या मुलांनी शिक्षकांच्या सामन्याला संबोधून प्रतिबिंब मिळवले. या शाळेमध्ये मराठी साहित्याचे विषय शिकवत असलेल्या शिक्षकांच्या सामन्यानंतर हे मुले आपल्या शाळेत शिकत असलेल्या नुसत्या राजकीय विषयांवर आधारित कुठलेही फोटो प्रकाशित करत नसलेल्या शिक्षकांच्या फोटो घेतल्या आणि त्यांच्याकडे पूजा केली. हे दृश्य सोशल मीडियावरही पसरले आहे.

पुणे जिल्ह्यातील शिक्षकांना सामाजिक परिस्थितीत सामील होत असताना, त्यांच्या व्यक्तिगत जीवनावर खोल प्रभाव पडत असतो, हे समजून घेण्यासाठी हे दृश्य वाटू लागले आहे. पण अशा वेळी हे फोटो प्रकाशित करण्यापूर्वी अनेकदा शाळा संचालखेडीले माहिती घेतात. त्यांच्याकडून ते शाळेमध्ये प्रवेश करण्यापूर्वी प्रश्न पूछले जातात."
"छत्रपती शिवाजी महाराजांवर भव्य दिव्य सिनेमा घेऊन येतोय, काम सुरूय; राज ठाकरेंची घोषणा",Politics,"महाराष्ट्राचि विजयादर्शनात आलेल्या मुख्यमंत्री भूपेश जोशी यांनी मंगलवारी राज्याच्या इतिहासातील पहिल्या वेळेसाठी छत्रपती शिवाजी महाराजांचे नाव लागलेल्या एका भव्य दिव्य सिनेमा प्रकल्पाची आधिकारिक घोषणा केली. हा सिनेमा छत्रपती शिवाजी महाराजांच्या जीवनावर आधारित असणारा होगा, ज्याला त्यांच्या जन्मपूर्णिमेच्या दिवसाला विशेष दिवशी देण्यात आलेला आहे. या सिनेमा या संकल्पनेचे निर्माण करणाऱ्या टीमचा मुख्य कलाकार विरोलाल वडेकर यांना मुख्यमंत्री जोशींनी खूप प्रशंसा केली.

छत्रपती शिवाजी महाराजांच्या सिनेमा या प्रकल्पाचे काम चालना देणारे डायरेक्टर अभिषेक वरमा आणि या परियोजनेवर सहकारी निर्माते बाबasaheb फुल्ले यांनी मंगलवारी मुख्यमंत्री भूपेश जोशींना सूचित केले. मुख्यमंत्री जोशींनी या परियोजनेवर जोर देण्याची घोषणा करताना हे स्पष्ट केले की, हा सिनेमा महाराष्ट्राच्या स्वाभिमानाचा प्रतिबिंब देईल आणि छत्रपती शिवाजी महाराजांच्या वीरतेने माझ्या राज्याला स्वर्गस्थान दिले आहे, म्हणून हा सिनेमा राज्याच्या इतिहासाचा एक महत्त्वपूर्ण प्रदेश बनेल."
Maharashtra Political Crisis: “शिंदे गटाचा हिंदुत्वाशी संबंध नाही”; प्रति शिवसेना भवनावरुन शिवसेनेने सुनावले,Politics,"महाराष्ट्रातील राजकीय वेळेवर आलेल्या गतिविधींचा एक निर्णायक मोड दिसतो. राष्ट्रवादी काँग्रेसच्या बोलण्यानुसार, भारतीय जनता पार्टीचे महासचिव भवेंद्र धावणे आणि राष्ट्रवादी काँग्रेसचे नेते उदय पांडे यांच्यात काँग्रेसच्या मध्यस्थतेचे प्रयत्न असून, त्यामुळे शिवसेनेच्या विभाजनाचे संभावना कमी झाल्याचे म्हटले जाते. 

हालचालीन घटना काढणार्‍या शिवसेनेच्या अध्यक्ष चंद्रकांत पाटीले यांनी कलम ५४ संसदेतील मतदानाच्या परिषदेत भाग घेण्यासाठी स्पष्ट केले आहे, तर राष्ट्रवादी काँग्रेसचे नेते उदय पांडे यांनी असे सांगितले आहे की, त्यांना संसदेतील भाजप-शिवसेना या दोनपेक्षा कमीत कमी लोकसंख्येने निर्विरोध बहुमत मिळणे हे अपेक्षित नाही."
"Shiv Sena Dasara Melava: दसरा मेळाव्यावरून शिमगा, महापालिकेच्या मंजुरीची प्रतीक्षा, कोणत्या गटाचा यावरून वाद",Politics,दिल्लीला जाणाऱ्या राष्ट्रवादी कांग्रेसचे नेते शरद पवार हे मुंबईला परतले आहेत. त्याने बोलत असून म्हणजे दुसऱ्या शिव सेना अधिवेशनाच्या कार्यक्रमासाठी भारतीय जनता पक्ष (भाजप) हे सहयोग करणार नाही. या कारणास्तव शिव सेना चे नेते राज ठाकूर यांनी त्यांच्या मध्यस्थी प्रयत्नांना नकार दिला. हा दिवस ७ ऑक्टोबरला येणार आहे. या दिवशी शेवटी भाजपमध्ये विभागीय प्रमुख पदे देण्यात आलेल्या संकल्पनेला शिव सेना ने खंडित केला आहे.
Shivsena Dasara Melava: शिंदे-ठाकरेंच्या व्यासपीठांवर पोस्टर वॉर; राष्ट्रवादीचे नाही भाजप-काँग्रेसचे उघड उघड नाव...,Politics,"मुंबईतील शिव सेनेच्या दशेरी मेलवला होणार्‍या कार्यक्रमात पूर्व मंत्रिपद धारा नेणाऱ्या शंकर किशोर ठाकर यांनी एकत्रितपणे केलेल्या व्यासपीठावर राष्ट्रवादी बोलण्यापेक्षा भाजप आणि काँग्रेसचे नेते उपस्थित होते. या मेळ्यामध्ये शिंदे यांनी काँग्रेसचे वरिष्ठ नेते संजय राउत यांना तांत्रिक रूपाने टक्कर दिली. जेव्हा शिंदे यांनी राउत यांच्याशी संवाद साधला, तर त्यांनी त्यांना आपल्याला विचारताच 'राज' म्हणून ओळखले आणि संबोधले. अश्यानंतर काँग्रेसच्या नेत्यांना प्रतिबंधीत करण्याचे काम शिंदे यांनी केले.

आपल्या व्यासपीठावर ठाकर यांनी काँग्रेसचे नेते आणि मंत्रिपद धारा नेणाऱ्या मनोज खेडेकर यांना प्रतिबंधित करण्याचा प्रयत्न केला. हे कार्यक्रम शिंदे यांनी काँग्रेस विरोधी आहे, हे त्यांनी स्पष्ट केले आहे. शिंदे यांनी असे स्पष्ट केले की त्यांना काँग्रेसच्या नेत्यांना विचारताच 'राज' म्हणून ओळखले आहे, असे वाटते की ते त्यांच्या प्रभावाखाली आहेत."
Maharashtra Political Crisis: “शिवसेनेची टीका म्हणजे स्वतःकडे राजकीय निर्णय घेण्याची क्षमता नाही हे दाखवण्यासारखे आहे”,Politics,"मुंबई : शिवसेनेतील विविध वर्गांच्या भेदभावाच्या आरोपांचे प्रकाश पडल्यानंतर महाराष्ट्रात राजकीय स्थिती तीव्र होत गेली आहे. येथे शिवसेनेच्या ठरवलेल्या नवीन राजकारणांना खंडित करणाऱ्या सभासदींसह विभागीय नेत्यांच्या बोलण्यातून हळूहळू घटकांची उघडता आली आहे. राष्ट्रवादी काँग्रेसचे नेते संजय राणाड यांनी शिवसेनेच्या ठरवलेल्या राजकारणांना खंडित करण्यावर स्पष्ट नाक करून सांगितले, की शिवसेनेच्या विद्यमान अध्यक्ष सुशील कांठेमकर यांच्या नेतृत्वाखालील शिवसेनेची राजकीय क्षमता कमी झाली आहे.

शिवसेनेच्या विभागीय नेत्यांनी स्पष्ट केले, की शिवसेनेच्या ठरवलेल्या राजकारणांना खंडित करण्याचा निर्णय तेवढा खरा नाही. राष्ट्रवादी काँग्रेसच्या नेते संजय राणाड यांनी सांगितले, की शिवसेनेच्या विद्यमान अध्यक्ष सुशील कांठेमकर यांच्या नेतृत्वाखालील शिवसेनेची राजकीय क्षमता कमी झाली आहे आणि शिवसेनेच्या ठरवलेल्या राजकारणांना खंडित करण्याचा निर्णय तेवढा खरा नाही."
